review,rating
The sound quality is good and worth for the money the if the on off voice change means it will be nice the voice is not niceREAD MORE,3
this is aaa best sound quality awesome I like it bettry backup awesome this a awesome headset niceREAD MORE,5
"It's An Amazing Product I ordered it 4 days Ago It was a delay Of delivery But It was ok not a Big deal and I have Used it Just 30 Mins And Made me Feel Perfection, I have Used Many Headphones But this One Is A little I will like to say hatke and loved It If You want extra-extra Base Than you Should Go to Boats Different One But if you want A Extra Base with Good Sound Quality Than This Is for you, I have Experienced It With Call It's Not Good, The mic Is Not Good..... but it's Ok Overall It'...READ MORE",5
everything is good ....this is awesome good quality as it shown in pic must buy it.... but filpkart should have to improve ur delivery time...  i was ordering 20 days before I have  been received so try to give on timeREAD MORE,5
all things is working good with high bass and good sound quality and it's mic is very good to play pubg among it is the best headphone i useREAD MORE,5
"Voice quality is  average It is a bit tight over head, good for people with smaller head. The radial cushions aren't that soft. Good product as per the price range. Personally, recommend JBL wireless speaker. completely worth it.READ MORE",3
The Boat Rockerz 400 have awesome bass and superb balanced sound quality.Great Battery backup as it's been 7 days I am using without single charge (I had not used continuously for not more than 3 hours)and it shows 60% battery charge.My friends while listening also said it's great value for money with incredible sound quality.The most important part the Boat Rockerz 400 is it supports synced calling while you are on call or listening to song.I recommend to buy it.READ MORE,4
"Best headset for this price,  but one thing this product is not suitable for pubg or free fire by Bluetooth but perfect by using Aux cable got it.If u want to play pubg by Bluetooth better to buy headset price in between 3k - 4k and lot of pressure to ears even for 30 mins better to buy deep-in earphones.This is the honest review of boat headset 400😊READ MORE",5
"Wow writing this after 1 month, osm product, no headphones can beat its bass at this price.... Volume is very high, clear voice.. And battery oh my god fab. Coz it's run even more than specify... 2 day with normal usage... Loved it Buy it for just 999/-  Advice: wait and buy it in  a sale... For 999READ MORE",5
Clear sound with moderate trable  and bass. Noise cancellation is very effective and volume is high enough to make you feel the solitude in crowded areas. Battery back up is excellent charges quickly.Only demerit is the mic which is in the right ear piece. You will have to raise your voice to be able to speak.READ MORE,4
Nice product...value for money... bit uncomfortable for long time usage... Bluetooth sometimes doesn't work even with the phone in my pocket... decent battery backupOverall a nice product with scope for improvement!READ MORE,4
the product is good for daily usage ...i get about 8 hrs of playback time...but the range is sometimes poor....when the source is obstructed it automatically disconnects...but if source is properly maintained in distance it works perfectly...the build quality is good but the ear cups started coming of after 3 months...i had to tape it backREAD MORE,4
"It is an excellent product at a reasonable price. I witnessed Flipkart has improved its services at multiple levels and now competing well with other online sellers. Everything, including customer service to delivery time, has grown tremendously in the last few years. I recommend the product as well as Flipkart!READ MORE",4
"great bass, good treble, fair vocal tones.battery life is good, i get approx 3days when i use for 2-3 hrs each day during my gym.but not good microphone, but no other headphone in this price range works fine in that area. person on the other side of the phone cannot hear my voice clearly. i have to shout a lotREAD MORE",5
Nice product...value for money... bit uncomfortable for long time usage... Bluetooth sometimes doesn't work even with the phone in my pocket... decent battery backupOverall a nice product with scope for improvement!READ MORE,4
the product is good for daily usage ...i get about 8 hrs of playback time...but the range is sometimes poor....when the source is obstructed it automatically disconnects...but if source is properly maintained in distance it works perfectly...the build quality is good but the ear cups started coming of after 3 months...i had to tape it backREAD MORE,4
"It is an excellent product at a reasonable price. I witnessed Flipkart has improved its services at multiple levels and now competing well with other online sellers. Everything, including customer service to delivery time, has grown tremendously in the last few years. I recommend the product as well as Flipkart!READ MORE",4
